Gene,N61311_Dex,N052611_Dex,N080611_Dex,N061011_Dex,N61311_untreated,N052611_untreated,N080611_untreated,N061011_untreated
IL22RA1,8,39,15,63,11,12,5,11
IFNLR1,0,0,1,1,0,1,0,0
LINC02800,0,0,0,0,0,1,0,0
GRHL3-AS1,2,0,2,1,1,0,0,0
GRHL3,0,1,0,2,2,2,7,1
STPG1,164,294,194,270,165,244,237,236
NIPAL3,1928,6670,2858,5322,2178,5352,3129,4090
RCAN3AS,1,3,1,2,0,0,0,1
RCAN3,264,1025,425,764,164,404,261,314
NCMAP-DT,14,64,23,35,4,28,19,12
NCMAP,0,0,0,0,0,1,0,1
SRRM1,1288,2421,1932,2318,1535,1771,2050,2149
CLIC4,16413,42217,27319,38662,13199,16365,13285,20219
LOC105376876,0,0,0,1,0,0,0,0
RUNX3,154,157,3,303,125,99,4,173
MIR6731,0,0,0,0,0,0,0,0
LOC107984932,0,0,0,1,0,0,0,0
RUNX3-AS1,4,4,0,14,4,6,0,9
MIR4425,0,0,0,0,0,0,0,0
LINC02793,0,0,0,0,0,0,0,0
SYF2,1104,2078,1499,2031,1079,1198,1614,1741
RSRP1,1668,2539,1919,2362,1486,1481,1997,1819
LOC105376882,0,1,2,0,0,1,2,0
RHD,7,11,10,2,8,13,12,3
TMEM50A,1725,3881,3044,3283,1211,1449,1900,1880
RHCE,772,1843,1606,1610,559,751,1070,895
MACO1,415,836,529,769,480,550,666,851
LDLRAP1,473,1102,779,915,450,799,653,744
MAN1C1,731,1775,765,1294,1218,1849,957,1813
SELENON,4079,6009,7862,7936,4457,4121,6483,7172
MTFR1L,891,1593,1312,1533,1003,1193,1259,1414
LOC646471,209,305,263,342,226,269,300,310
AUNIP,130,210,152,176,123,153,156,164
PAQR7,522,956,939,978,496,652,721,824
STMN1,1015,2098,1604,1934,1000,1307,2085,1550
MIR3917,7,21,25,16,8,20,37,20
LOC105376885,0,0,0,0,0,0,0,0
PAFAH2,179,375,296,387,217,309,322,333
LOC101928216,2,8,4,13,8,13,5,12
EXTL1,16,80,24,108,46,62,21,108
SLC30A2,1,0,0,0,0,0,0,0
LOC105376910,0,0,0,0,0,0,0,0
TRIM63,2,11,7,7,0,0,2,1
PDIK1L,60,112,67,99,89,84,69,122
LOC105376886,0,0,0,0,0,0,1,0
FAM110D,0,0,0,0,1,0,0,0
C1orf232,0,0,0,0,0,0,0,0
ZNF593,164,188,247,190,137,154,160,144
CNKSR1,6,12,2,9,3,3,2,3
CATSPER4,0,0,0,0,0,0,0,0
ZPLD2P,1,2,0,0,1,0,0,0
CEP85,54,142,78,121,74,104,135,133
SH3BGRL3,1913,5295,3593,3982,2342,3460,3115,4020
UBXN11,105,175,147,194,140,207,167,236
CD52,0,1,0,0,0,0,1,1
CRYBG2,0,0,0,0,0,1,0,0
ZNF683,0,0,0,0,0,0,0,0
LIN28A,0,0,0,0,0,0,1,0
DHDDS,560,1241,1007,1000,645,837,929,897
DHDDS-AS1,1,0,4,4,1,4,7,5
HMGN2,999,1678,1159,1350,1290,1472,1422,1755
RPS6KA1,9,16,19,21,5,14,30,24
MIR1976,0,0,0,0,0,0,0,0
LOC105376888,0,0,0,0,0,1,0,0
LOC101928728,7,11,11,11,5,12,12,11
ARID1A,1298,2708,2242,2566,1682,1927,2226,2160
PIGV,245,677,392,588,237,397,347,448
ZDHHC18,446,892,752,932,404,511,550,615
SFN,2,1,0,1,0,3,0,0
GPN2,613,1153,930,1105,578,651,792,931
GPATCH3,197,340,285,335,220,248,280,314
NUDC,1137,1846,1764,1641,1037,1174,1353,1374
NR0B2,0,1,0,1,0,1,1,0
KDF1,0,0,1,0,0,0,0,0
TRNP1,1221,2851,1976,3532,313,461,503,885
TENT5B,99,197,172,199,18,35,35,31
LOC101928391,0,3,0,2,1,1,0,1
SLC9A1,902,1615,1646,1582,1232,1409,1466,2138
LOC102723760,0,2,1,0,0,1,1,0
WDTC1-DT,0,0,0,0,0,0,0,0
WDTC1,1343,3139,2262,3240,1457,1830,1916,2236
TMEM222,557,1014,1023,1006,574,805,879,954
ACTG1P20,28,39,26,36,20,25,42,23
SYTL1,4,0,3,2,2,1,3,1
MAP3K6,871,1372,1071,1897,842,795,756,1233
FCN3,0,2,3,3,1,0,1,2
CD164L2,0,0,0,0,0,0,0,0
GPR3,0,6,4,2,4,2,1,10
WASF2,3915,8398,5928,8245,4302,4787,4780,5725
LOC105376892,0,2,1,2,3,1,1,3
AHDC1,459,664,649,819,771,829,930,1094
FGR,0,0,0,1,0,2,1,0
LINC02574,0,1,0,0,1,0,0,0
IFI6,551,1605,785,967,751,771,813,735
FAM76A,210,420,214,357,157,159,163,212
STX12,1680,4667,2719,4350,1128,1479,1529,1772
PPP1R8,697,1303,1072,1221,731,831,931,1050
SCARNA1,0,0,0,0,0,0,0,1
THEMIS2,57,98,122,112,96,90,148,121
RPA2,307,1184,851,607,436,871,922,671
SMPDL3B,0,0,2,2,2,3,1,0
XKR8,189,300,227,318,170,189,192,242
EYA3,523,1138,858,827,568,769,784,861
PTAFR,1,2,3,0,0,1,2,3
DNAJC8,1528,2496,2401,2279,1876,2052,2489,2420
ATP5IF1,675,1066,887,915,727,852,933,1031
SESN2,724,750,781,875,1296,1253,1296,1625
MED18,242,479,305,447,261,255,253,351
PHACTR4,439,783,683,720,513,608,763,725
RCC1,520,770,886,899,505,473,745,561
SNHG3,360,720,530,457,245,305,355,315
SNORA73A,6,4,7,5,9,4,6,4
SNORA73B,1,6,4,1,8,3,2,4
TRNAU1AP,241,565,453,446,221,327,402,378
SNHG12,252,236,213,246,158,139,173,200
SNORD99,4,3,5,2,2,3,1,3
SNORA61,19,25,20,17,15,12,15,19
SNORA44,5,8,6,4,4,2,3,2
SNORA16A,12,12,8,10,7,6,6,11
RAB42,55,60,81,79,75,75,107,96
TAF12,389,752,606,669,462,602,722,659
TAF12-DT,2,4,2,6,4,5,4,4
RNU11,0,0,0,0,0,0,0,0
GMEB1,220,363,353,312,252,293,314,318
YTHDF2,1157,2482,1940,2009,1268,1534,1578,1711
OPRD1,2,4,1,6,6,6,8,10
EPB41,277,737,352,609,550,709,527,930
TMEM200B,631,1411,433,1325,439,463,315,685
SRSF4,1458,2350,1970,2408,1379,1465,2005,2039
MECR,230,341,366,289,244,299,320,317
PTPRU,399,582,624,616,393,501,398,526
LINC01756,0,0,0,0,0,0,0,0
LOC107984933,0,0,0,0,0,0,0,0
LOC107984934,0,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0,0
LOC105378617,0,0,0,0,0,0,0,0
LOC105378618,0,0,0,0,0,0,0,0
MATN1,4,4,7,13,8,13,8,11
MATN1-AS1,9,16,17,26,21,27,17,25
LAPTM5,3,8,8,9,4,3,2,1
MIR4420,0,0,0,0,0,0,0,0
LOC105378620,0,0,0,0,0,0,0,0
LOC105378621,0,0,0,0,0,0,0,0
LINC01778,2,0,1,1,5,4,2,4
LOC400748,0,0,0,0,0,0,0,0
SDC3,2528,4223,3411,4636,4690,3881,3981,5745
PUM1,2172,3812,3461,4035,2434,2375,3133,3199
SNORD103A,2,4,6,2,5,5,4,3
SNORD103B,1,4,7,3,3,4,3,3
SNORD103C,0,0,0,0,0,1,0,0
LOC107984935,1,2,0,1,0,1,2,1
NKAIN1,2,4,7,5,4,6,2,4
SNRNP40,408,705,696,652,453,540,662,656
ZCCHC17,526,878,690,782,581,685,705,810
FABP3,37,123,114,132,71,115,142,220
LOC105378623,0,0,0,0,0,0,0,0
LOC107985470,0,0,0,0,0,0,0,0
SERINC2,1613,3580,3123,2169,1370,2537,1758,1736
LOC105378625,0,1,0,0,0,0,0,0
LOC105379772,0,0,0,0,0,0,0,0
LDC1P,0,0,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0,0,0
LOC105378626,0,2,11,3,1,0,5,2
TINAGL1,11,469,462,108,5,211,198,47
HCRTR1,47,47,76,65,49,80,76,59
PEF1,725,1371,1326,1357,887,1056,1198,1251
PEF1-AS1,10,12,20,11,16,16,19,24
LOC105378628,3,4,2,6,6,3,7,3
COL16A1,2844,2841,3579,4384,4685,3371,4126,5872
LOC101929444,18,16,32,23,20,24,37,37
ADGRB2,306,575,630,734,597,597,845,1084
MIR4254,0,1,0,0,1,0,0,0
SPOCD1,406,753,899,851,469,575,477,942
PTP4A2,3851,7000,5949,6633,3390,4084,4827,5272
KHDRBS1,1935,2753,2594,2732,2585,2255,2328,3287
TMEM39B,244,373,351,393,340,334,354,395
MIR5585,0,0,0,0,0,0,0,0
KPNA6,1822,3996,3345,3492,1931,2405,2974,2840
TXLNA,3596,7095,7282,6994,3082,4058,4861,4674
CCDC28B,49,66,74,74,62,101,93,101
TMEM234,127,325,330,303,212,298,295,319
IQCC,37,80,74,78,37,86,75,87
DCDC2B,18,37,38,29,27,49,36,48
EIF3I,2680,4354,3683,3889,3045,3115,3281,3509
MTMR9LP,252,503,285,433,425,643,382,527
FAM167B,33,114,50,69,45,84,52,47
LCK,1,0,0,1,0,0,1,0
HDAC1,1063,2727,1990,2155,1294,1606,1809,1939
MARCKSL1,373,597,601,572,992,754,1310,1181
LOC105378629,2,2,4,5,7,6,7,7
TSSK3,105,186,97,145,113,103,125,122
FAM229A,19,25,17,30,24,18,15,36
BSDC1,1484,2717,2092,2927,1932,2178,2493,2645
ZBTB8B,0,1,0,0,0,0,3,1
ZBTB8A,231,454,251,474,239,265,244,362
LOC102723870,1,3,3,7,2,1,3,4
ZBTB8OS,246,432,346,333,259,314,352,278
RBBP4,1779,3129,2542,2956,2231,2462,2991,3171
SYNC,1237,1999,2034,2287,1548,2021,2313,2674
KIAA1522,732,1306,715,1426,866,952,905,1442
YARS1,804,1495,1446,1472,1343,1798,2168,2407
S100PBP,598,1098,745,896,614,645,804,764
FNDC5,5,11,14,10,26,28,25,37
LOC105378631,0,1,1,1,2,0,1,1
HPCA,3,12,7,6,8,11,8,14
TMEM54,336,494,515,402,525,501,485,466
LOC105378632,0,0,0,0,0,0,0,0
RNF19B,154,286,171,289,206,258,293,280
AK2,1140,1927,2353,1715,1277,1582,1737,1677
LOC105378635,0,0,0,0,1,0,0,0
AZIN2,46,50,100,56,56,59,97,52
LOC112268224,2,2,0,2,1,1,4,1
TRIM62,170,314,408,331,173,198,259,264
ZNF362,611,1084,829,991,734,893,900,970
A3GALT2,0,1,1,0,0,1,1,0
PHC2,3361,7078,5628,7069,1531,1827,2194,2182
MIR3605,81,135,161,153,41,39,55,39
PHC2-AS1,0,0,2,4,0,0,0,0
ZSCAN20,176,390,400,391,323,363,385,420
CSMD2,1052,991,2015,1292,1082,775,979,1002
LOC105378638,0,0,1,0,0,1,0,0
HMGB4,0,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,2,0,0,0
C1orf94,9,2,3,2,6,1,7,4
LOC105378639,0,0,0,0,0,0,1,0
LOC105378640,0,0,0,0,0,0,0,0
LOC105378641,0,0,0,0,0,0,0,0
MIR552,0,0,0,0,0,0,0,0
LOC105378642,0,1,2,1,1,0,1,2
GJB5,1,0,0,1,2,0,1,2
GJB4,0,0,0,0,0,0,0,0
GJB3,0,2,0,0,0,0,0,0
GJA4,0,0,0,2,0,0,0,0
SMIM12,505,794,736,622,405,457,562,500
DLGAP3,2,4,2,3,3,3,6,5
GPR199P,66,121,101,111,78,112,133,137
TMEM35B,561,1070,864,1098,609,562,647,901
ZMYM6,358,704,537,572,411,466,524,535
ZMYM1,194,460,343,331,277,303,351,428
LOC105378644,0,0,1,0,0,2,1,0
SFPQ,3964,6305,5286,5818,3998,3547,4730,5257
ZMYM4,1158,2593,2615,2300,1514,1812,2329,2251
ZMYM4-AS1,29,41,69,60,37,37,41,42
KIAA0319L,1511,3298,2633,3240,1875,2466,2745,2494
NCDN,979,1274,1305,1352,1483,1338,1536,1733
TFAP2E,42,77,67,66,53,61,96,96
TFAP2E-AS1,9,7,9,9,14,3,13,9
PSMB2,1142,2091,1752,1846,1285,1560,1777,1676
LOC105378646,0,0,0,0,0,0,0,0
C1orf216,610,1096,805,1048,692,713,800,1028
CLSPN,34,35,32,38,84,44,65,81
AGO4,597,1293,934,1317,597,702,750,902
AGO1,760,1474,1184,1344,1167,1113,1258,1447
AGO3,540,954,777,862,532,607,707,715
LOC105378647,0,1,2,0,1,0,1,0
TEKT2,0,5,6,6,0,2,5,4
ADPRS,372,574,598,547,402,408,472,565
COL8A2,204,1871,487,1076,325,1138,321,897
TRAPPC3,689,1218,1023,1129,697,796,842,1001
MAP7D1,3126,4570,4917,4317,2968,3503,4198,3849
THRAP3,2429,4651,3918,4479,3006,3638,4157,4628
SH3D21,176,415,541,396,274,404,247,410
EVA1B,951,1269,1481,1852,1068,1129,1020,1964
STK40,574,720,819,765,732,721,988,908
LSM10,339,438,403,496,374,395,418,510
OSCP1,68,198,121,146,102,172,144,152
SNORA63C,0,1,0,3,1,1,0,1
LOC107984940,0,1,1,1,0,0,1,0
MRPS15,601,868,944,882,597,706,858,743
CSF3R,0,9,0,81,2,4,1,28
LOC107984941,0,0,0,0,0,0,0,0
LOC105378648,0,0,0,0,0,0,0,0
GRIK3,1,0,0,0,0,0,0,0
MIR4255,0,0,0,0,0,0,0,0
LOC107984942,0,0,0,1,0,1,0,0
ZC3H12A-DT,39,66,39,81,53,43,33,74
ZC3H12A,171,219,227,238,158,155,186,186
MIR6732,1,3,2,0,0,1,1,1
MEAF6,1135,2114,1431,2497,1143,1120,1573,1875
MIR5581,10,5,5,9,5,3,3,4
LOC105378649,16,18,22,21,17,21,19,16
SNIP1,372,796,573,724,318,455,393,537
DNALI1,238,375,298,373,330,381,416,474
GNL2,1138,1674,1829,1629,790,879,1203,1125
RSPO1,705,1882,1156,1507,286,629,289,589
C1orf109,279,540,416,549,290,350,368,519
CDCA8,49,55,23,44,30,32,22,43
EPHA10,1,3,1,5,0,2,0,4
LOC105378650,0,0,0,0,0,0,0,0
MANEAL,36,61,104,50,37,49,79,52
YRDC,96,175,183,170,105,108,118,135
C1orf122,826,981,867,944,823,665,651,923
MTF1,534,1018,924,1054,543,584,743,741
INPP5B,351,801,528,729,483,638,629,701
LOC105378651,18,26,23,31,22,28,17,26
SF3A3,1123,1975,1697,2036,1094,1292,1511,1634
FHL3,386,610,766,735,414,394,520,642
UTP11,422,767,685,665,471,484,684,579
POU3F1,0,0,1,0,0,2,0,1
LOC107985103,2,1,1,0,3,0,0,0
MIR3659HG,1,1,1,1,5,3,1,1
MIR3659,0,0,0,0,0,0,0,0
LINC02786,0,0,0,0,0,0,0,0
LOC105378654,0,0,0,0,1,0,1,0
LINC01343,0,0,0,0,1,0,1,0
LOC105378657,0,0,0,0,0,0,0,0
LOC107984943,0,0,0,0,0,0,0,0
LINC01685,0,0,0,0,0,0,0,0
LOC105378658,0,0,0,0,0,0,0,0
LOC105378660,0,0,0,0,0,0,0,0
RRAGC,1582,2819,1585,2705,1438,1412,1687,2059
GJA9-MYCBP,94,179,164,145,85,98,108,95
MYCBP,89,168,158,135,76,94,100,86
LOC105378663,4,6,4,7,3,3,4,5
GJA9,5,11,5,11,6,4,7,7
RHBDL2,13,27,15,24,16,29,17,23
LOC105378662,14,41,27,35,17,38,35,24
AKIRIN1,820,1712,1650,1588,715,1005,1303,1093
NDUFS5,1341,1837,2071,1667,1449,1146,1931,1618
MACF1,7476,17817,21865,17331,8712,11282,11277,12095
KIAA0754,688,1059,1502,1846,1066,1188,1156,1564
LOC105378950,1,0,1,1,0,0,0,0
BMP8A,35,51,39,66,35,50,41,54
OXCT2P1,25,35,39,54,16,19,27,40
PPIEL,110,203,127,228,161,190,163,254
PABPC4,4362,6552,3783,5680,4601,4671,3857,5106
PABPC4-AS1,522,591,464,585,557,591,487,476
SNORA55,2,0,0,0,0,3,2,2
HEYL,1,1,7,0,1,0,3,1
NT5C1A,0,0,0,0,0,0,0,0
HPCAL4,0,0,1,0,0,0,1,0
PPIE,536,980,873,958,613,782,770,937
BMP8B,16,37,10,31,13,17,7,29
OXCT2,20,16,29,35,10,13,19,26
BMP8B-AS1,0,0,0,0,0,0,0,0
LOC101929536,0,0,0,0,0,0,0,0
LOC105378951,0,0,0,0,0,0,0,1
LINC02811,0,0,0,0,0,0,0,0
LOC105378665,0,0,0,0,0,0,0,0
LOC105378667,1,0,0,0,0,1,0,0
TRIT1,183,400,392,323,221,315,311,340
MYCL,4,5,6,3,2,9,6,2
MYCL-AS1,1,1,4,1,0,0,0,1
MFSD2A,9,9,44,9,2,7,11,5
LOC105378669,2,0,2,1,0,1,1,1
CAP1,5473,11073,10416,9489,4742,5946,5866,6085
PPT1,2331,4763,3821,3587,2096,2535,2501,2693
LOC105378671,0,0,0,0,0,0,0,0
RLF,561,1010,1017,1000,700,594,770,899
TMCO2,0,0,0,0,0,0,0,0
ZMPSTE24,1784,3716,2542,3041,1839,2155,2110,2703
COL9A2,37,95,85,89,72,104,124,124
LOC107984945,0,0,0,0,0,0,0,0
SMAP2,465,639,646,807,544,448,814,678
ZFP69B,28,64,65,66,59,91,113,117
ZFP69,49,100,87,103,54,74,83,116
EXO5-DT,3,6,10,5,0,7,7,8
EXO5,66,112,103,154,86,88,115,127
ZNF684,43,109,74,97,61,69,88,110
LOC105378673,0,2,0,0,0,0,0,0
RIMS3,122,129,41,75,123,89,29,73
LOC105378675,1,0,0,0,0,0,0,0
LOC105378674,0,0,0,0,0,0,0,0
NFYC-AS1,46,68,57,60,53,60,57,83
NFYC,322,569,521,626,411,488,566,649
MIR30E,0,0,0,0,0,0,0,0
MIR30C1,0,0,0,0,0,0,0,0
KCNQ4,4,10,11,7,1,2,7,1
LOC105378676,0,0,0,0,0,0,0,0
CITED4,117,122,87,122,30,46,30,51
CTPS1,1172,1509,896,2147,345,389,478,546
SLFNL1-AS1,57,72,72,93,45,59,59,62
SLFNL1,27,36,32,45,14,16,18,13
SCMH1,661,1233,996,1174,733,825,1023,1075
FOXO6,10,9,0,3,19,16,2,7
FOXO6-AS1,0,2,1,0,5,3,1,2
LOC105378678,0,0,0,0,2,0,0,3
EDN2,0,0,0,0,0,0,0,1
HIVEP3,20,33,46,38,18,20,22,19
GUCA2B,0,0,0,0,0,0,0,0
GUCA2A,0,0,0,0,0,0,0,0
FOXJ3,715,1360,1282,1327,940,1039,1225,1290
RIMKLA,0,1,1,7,4,2,3,0
ZMYND12,11,33,23,16,17,37,23,21
CCDC30,75,144,104,142,82,120,109,156
PPCS,421,874,639,747,438,539,572,700
PPIH,202,347,282,342,233,267,276,341
YBX1,9272,14486,12188,12818,10643,11504,11600,12972
CLDN19,0,0,0,0,0,0,0,0
P3H1,1194,2024,1453,2109,1721,2024,1726,2312
C1orf50,157,330,238,305,213,272,310,356
TMEM269-DT,3,6,6,8,5,4,5,11
TMEM269,2,9,7,10,2,5,7,17
LOC107984946,3,8,5,3,1,3,1,6
SVBP,280,507,336,401,359,434,469,493
ERMAP,533,1435,849,1375,812,1244,1191,1441
ZNF691,129,197,173,206,154,197,216,254
LOC339539,0,0,1,1,1,0,3,1
SLC2A1,2153,3747,7198,3294,2098,3187,2761,2629
SLC2A1-DT,11,56,41,28,19,49,45,43
FAM183A,3,2,0,0,2,1,1,2
EBNA1BP2,497,904,1103,887,494,595,773,773
MIR6733,1,0,1,0,0,0,1,1
CFAP57,1,17,38,21,0,13,24,18
LOC105378685,0,0,2,0,0,2,1,1
TMEM125,0,2,1,0,0,0,0,0
C1orf210,0,0,0,0,0,0,0,0
TIE1,2,3,2,4,0,3,0,0
MPL,0,13,4,4,1,5,2,5
CDC20-DT,3,3,6,2,1,3,2,4
CDC20,44,44,34,41,42,35,31,41
ELOVL1,1108,2080,1735,1983,917,975,1049,1309
MIR6734,1,2,2,1,2,0,1,0
LOC112268225,6,8,13,12,4,7,8,12
MED8,424,790,808,715,443,563,633,630
MED8-AS1,39,49,54,50,33,43,53,36
SZT2,1063,1593,1877,2004,1277,1363,1603,1713
SZT2-AS1,45,53,66,63,42,44,53,58
MIR6735,0,0,0,0,0,0,0,0
HYI,125,198,209,202,150,167,210,185
PTPRF,1063,3211,4265,3270,1955,3246,3240,3286
KDM4A,838,1606,1229,1377,1142,1256,1454,1513
KDM4A-AS1,53,76,77,68,93,86,101,77
ST3GAL3,195,395,326,350,254,250,283,327
ST3GAL3-AS1,0,1,0,0,0,1,0,1
MIR6079,0,0,0,0,0,0,0,0
ARTN,4,6,6,7,4,3,8,12
LINC02918,4,3,4,0,0,1,5,3
LOC101929609,59,51,67,79,49,57,55,68
IPO13,747,1185,886,1170,705,849,881,1032
DPH2,161,295,292,319,144,187,176,211
ATP6V0B,731,1155,874,1267,656,558,671,861
B4GALT2,922,1437,1577,1415,1262,1377,1467,1571
CCDC24,46,85,108,114,71,76,88,76
SLC6A9,66,109,126,144,353,446,479,655
LOC107984948,3,7,8,5,13,10,15,19
KLF17,8,8,8,4,3,3,5,3
KLF18,0,0,0,0,0,0,0,0
DMAP1,198,396,418,364,290,383,472,458
ERI3,667,1204,1058,1137,674,846,849,927
ERI3-IT1,18,21,41,23,20,28,27,21
SNORA110,0,0,0,0,0,0,0,1
RNF220,960,1559,1193,1555,822,927,1014,1150
LOC107984951,0,0,0,0,0,0,0,0
MIR5584,0,0,0,0,0,0,0,0
LOC107984950,256,355,376,389,235,271,331,284
TMEM53,114,203,110,242,97,106,66,113
SNORD145,0,0,0,0,0,0,0,0
ARMH1,25,62,74,92,35,59,61,93
LOC105378690,9,8,10,13,6,10,15,11
RNU5F-1,0,0,0,0,0,0,1,0
RNU5D-1,0,0,0,0,0,0,0,0
KIF2C,39,35,33,37,37,30,20,44
SNORD160,0,0,0,0,0,0,0,0
RPS8,18521,23803,19851,21703,19606,20322,18746,20787
SNORD55,8,56,9,14,7,5,7,23
SNORD46,2,0,4,2,1,1,0,1
SNORD38A,7,2,5,7,5,4,2,6
SNORD38B,6,13,6,5,3,3,5,2
BEST4,4,11,11,6,5,10,10,7
PLK3,153,258,253,323,260,243,250,350
DYNLT4,30,59,106,61,67,102,97,123
BTBD19,85,155,230,181,160,246,203,279
LOC107984952,21,55,36,34,33,57,66,43
PTCH2,28,84,55,61,25,53,99,63
EIF2B3,265,507,356,436,275,369,398,419
HECTD3,968,1730,1642,1749,1252,1441,1684,1674
UROD,898,2078,1501,1771,1108,1757,1585,1861
ZSWIM5,33,141,196,72,98,190,189,162
LOC105378691,3,7,4,4,2,6,6,5
LINC01144,3,7,3,4,2,5,6,5
HPDL,9,2,5,8,7,1,6,6
MUTYH,114,173,148,230,116,158,164,205
TOE1,73,154,130,129,97,134,135,154
TESK2,64,177,83,174,110,143,129,189
CCDC163,28,63,24,32,42,55,25,34
MMACHC,751,1343,1038,1147,795,1037,979,988
PRDX1,3073,6555,4287,5045,3155,4521,4392,4499
AKR1A1,725,1319,967,1280,978,1028,895,1229
NASP,768,1261,907,1277,903,907,1125,1258
CCDC17,5,16,10,11,5,8,7,8
GPBP1L1,1058,2357,1591,2093,1245,1443,1623,1663
RPS15AP10,4,7,2,7,4,2,12,8
TMEM69,292,579,545,603,429,448,584,622
IPP,192,542,414,437,275,390,372,470
LOC105378693,0,0,1,0,0,0,0,0
MAST2,1337,2819,2115,2840,1840,2593,2616,3017
LOC105378694,1,1,1,0,0,0,0,0
P3R3URF-PIK3R3,31,122,80,53,102,219,261,160
PIK3R3,38,140,92,56,114,268,316,202
LOC101929626,0,2,0,0,2,3,0,1
TSPAN1,0,2,11,7,4,14,20,8
P3R3URF,0,0,0,0,0,0,0,0
POMGNT1,993,2000,1708,1645,960,1338,1560,1263
LURAP1,25,54,43,52,44,48,60,52
RAD54L,23,28,22,33,27,26,33,32
LRRC41,1637,2764,2716,2888,1781,2019,2515,2709
UQCRH,1256,1936,1739,1433,1329,1345,1594,1536
NSUN4,248,438,445,426,279,323,385,432
FAAH,34,48,30,51,20,25,32,67
FAAHP1,0,2,0,3,2,5,1,3
LINC01398,0,0,0,0,2,3,0,0
DMBX1,0,0,0,0,0,0,0,0
TMEM275,0,0,0,0,0,0,0,0
MKNK1-AS1,37,71,62,59,48,44,56,47
KNCN,0,0,0,0,0,0,0,0
MKNK1,470,1136,980,1158,548,719,803,1017
MOB3C,348,620,407,658,327,390,441,540
LOC105378697,0,0,0,0,1,2,0,0
ATPAF1,534,1114,904,1041,636,787,892,965
TEX38,1,2,1,2,2,1,3,1
EFCAB14-AS1,52,94,133,124,63,101,92,89
EFCAB14,2826,6100,5283,6546,3003,3566,3817,4763
LOC105378698,6,7,16,13,8,15,13,20
LOC105378699,0,0,0,0,0,0,0,0
CYP4B1,0,1,2,8,0,0,0,0
CYP4Z2P,0,0,0,1,0,0,0,0
CYP4A11,0,3,0,0,0,0,0,0
CYP4X1,6,57,1,80,15,74,1,121
CYP4Z1,0,0,0,1,1,0,0,0
CYP4A22,0,1,0,0,0,0,0,0
LOC105378701,2,7,3,10,6,7,4,5
LINC00853,4,3,4,7,2,3,1,3
PDZK1IP1,0,6,8,5,0,5,4,0
TAL1,0,0,0,0,0,1,0,1
STIL,64,204,110,182,89,137,132,151
CMPK1,2636,6282,3798,5349,2337,2794,3134,3536
LINC01389,1,8,5,3,5,2,1,2
FOXE3,0,3,0,0,0,0,0,0
FOXD2-AS1,24,50,51,89,26,39,33,69
FOXD2,7,18,8,26,6,12,4,20
LINC01738,0,0,0,0,0,0,0,0
TRABD2B,87,38,28,137,38,36,17,85
LINC02794,0,0,0,0,0,0,0,0
SKINT1L,0,1,0,0,0,0,0,0
SLC5A9,29,28,25,33,16,23,23,28
SPATA6,258,571,389,525,248,288,375,383
AGBL4,0,0,0,0,0,0,0,0
BEND5,1,3,0,9,17,2,5,13
LOC105378706,0,0,0,0,0,0,0,0
AGBL4-AS1,0,0,0,0,0,0,0,0
AGBL4-IT1,0,0,0,0,0,0,0,0
LOC107984954,0,0,0,0,0,0,0,0
LOC105378708,0,0,0,0,0,0,0,0
ELAVL4,0,0,0,0,0,0,0,0
LOC105378709,0,0,0,0,0,0,0,0
ELAVL4-AS1,0,0,0,0,0,0,0,0
LOC105378711,0,0,0,0,0,0,0,0
LOC105378710,0,0,0,0,0,0,0,0
LINC02808,0,0,0,0,0,0,0,0
DMRTA2,6,43,5,51,3,49,4,42
LOC105378714,0,1,0,0,0,2,0,1
FAF1,726,1458,987,1197,776,835,887,1022
FAF1-AS1,3,4,3,4,2,1,5,6
LOC112268262,3,0,2,0,1,1,0,1
CDKN2C,506,616,743,571,528,623,627,627
MIR4421,0,0,0,0,1,0,1,0
MIR6500,0,0,1,1,0,2,0,0
C1orf185,0,1,0,0,0,0,0,1
LINC01562,0,3,5,1,1,0,1,3
RNF11,2064,4603,3483,4037,2516,2879,2857,3739
TTC39A,7,10,10,4,4,13,12,12
LOC105378717,0,0,0,0,0,0,0,0
TTC39A-AS1,0,0,0,0,0,0,0,0
EPS15,1863,4357,2436,3754,1906,2408,2354,2973
EPS15-AS1,1,1,0,2,0,1,0,0
CALR4P,0,0,0,0,2,0,1,0
LOC105378719,0,0,0,0,1,0,0,0
OSBPL9,1730,3219,1673,3278,1207,1576,1727,1911
NRDC,2914,5751,4942,5027,3044,3843,4219,4258
LOC105378721,142,254,248,233,151,198,208,187
MIR761,13,16,13,13,11,17,13,16
RAB3B,1507,6145,10159,5836,1577,3603,4109,3767
TXNDC12,1030,2292,1818,2024,1089,1255,1520,1687
KTI12,96,153,132,137,77,84,103,128
TXNDC12-AS1,0,0,0,0,0,1,1,0
BTF3L4,654,1259,943,1109,703,796,869,954
LOC107984956,3,0,1,1,0,0,0,0
ZFYVE9,660,1465,1337,1456,777,1140,1182,1628
CC2D1B,865,1420,1119,1423,802,888,812,1063
ORC1,9,13,12,8,7,8,11,18
PRPF38A,372,705,679,711,462,625,673,685
TUT4,587,1254,1146,1196,838,1102,1354,1344
